   239
    320.0   0.09973
    330.0   0.11087
    340.0   0.12608
    350.0   0.14059
    360.0   0.15579
    370.0   0.16817
    380.0   0.17499
    390.0   0.18119
    400.0   0.19305
    410.0   0.20013
    420.0   0.20448
    430.0   0.20885
    440.0   0.21766
    450.0   0.22377
    460.0   0.23168
    470.0   0.23925
    480.0   0.25053
    490.0   0.25473
    500.0   0.26626
    510.0   0.28021
    520.0   0.29066
    530.0   0.29950
    540.0   0.30640
    550.0   0.31028
    560.0   0.31319
    570.0   0.31252
    580.0   0.30991
    590.0   0.30668
    600.0   0.30367
    610.0   0.29925
    620.0   0.29513
    630.0   0.29128
    640.0   0.29005
    650.0   0.29140
    660.0   0.29334
    670.0   0.29374
    680.0   0.29230
    690.0   0.28936
    700.0   0.28355
    710.0   0.27764
    720.0   0.27044
    730.0   0.26127
    740.0   0.25005
    750.0   0.23798
    760.0   0.22365
    770.0   0.21055
    780.0   0.19809
    790.0   0.18611
    800.0   0.17508
    810.0   0.16690
    820.0   0.15903
    830.0   0.15261
    840.0   0.14641
    850.0   0.14204
    860.0   0.13840
    870.0   0.13519
    880.0   0.13206
    890.0   0.12934
    900.0   0.12627
    910.0   0.12398
    920.0   0.12106
    930.0   0.11861
    940.0   0.11625
    950.0   0.11407
    960.0   0.11238
    970.0   0.11060
    980.0   0.10942
    990.0   0.10905
   1000.0   0.10873
   1010.0   0.10909
   1020.0   0.11001
   1030.0   0.11138
   1040.0   0.11234
   1050.0   0.11446
   1060.0   0.11610
   1070.0   0.11718
   1080.0   0.11977
   1090.0   0.12183
   1100.0   0.12408
   1110.0   0.12627
   1120.0   0.12864
   1130.0   0.13021
   1140.0   0.13219
   1150.0   0.13392
   1160.0   0.13552
   1170.0   0.13631
   1180.0   0.13766
   1190.0   0.13870
   1200.0   0.13947
   1210.0   0.14014
   1220.0   0.14134
   1230.0   0.14220
   1240.0   0.14337
   1250.0   0.14416
   1260.0   0.14575
   1270.0   0.14727
   1280.0   0.14848
   1290.0   0.15083
   1300.0   0.15258
   1310.0   0.15468
   1320.0   0.15731
   1330.0   0.15933
   1340.0   0.16262
   1350.0   0.16497
   1360.0   0.16821
   1370.0   0.17127
   1380.0   0.17413
   1390.0   0.17655
   1400.0   0.18079
   1410.0   0.18664
   1420.0   0.19030
   1430.0   0.19536
   1440.0   0.20012
   1450.0   0.20405
   1460.0   0.20880
   1470.0   0.21264
   1480.0   0.21733
   1490.0   0.22091
   1500.0   0.22521
   1510.0   0.22787
   1520.0   0.23162
   1530.0   0.23438
   1540.0   0.23620
   1550.0   0.23875
   1560.0   0.23996
   1570.0   0.24137
   1580.0   0.24177
   1590.0   0.24348
   1600.0   0.24341
   1610.0   0.24362
   1620.0   0.24325
   1630.0   0.24329
   1640.0   0.24252
   1650.0   0.24172
   1660.0   0.24138
   1670.0   0.24125
   1680.0   0.23947
   1690.0   0.23830
   1700.0   0.23760
   1710.0   0.23652
   1720.0   0.23588
   1730.0   0.23467
   1740.0   0.23377
   1750.0   0.23228
   1760.0   0.23196
   1770.0   0.23076
   1780.0   0.23026
   1790.0   0.22973
   1800.0   0.22858
   1810.0   0.22792
   1820.0   0.22796
   1830.0   0.22759
   1840.0   0.22670
   1850.0   0.22733
   1860.0   0.22687
   1870.0   0.22553
   1880.0   0.22715
   1890.0   0.22619
   1900.0   0.22398
   1910.0   0.22319
   1920.0   0.22386
   1930.0   0.22526
   1940.0   0.22676
   1950.0   0.22774
   1960.0   0.22913
   1970.0   0.23066
   1980.0   0.23214
   1990.0   0.23473
   2000.0   0.23676
   2010.0   0.23925
   2020.0   0.24169
   2030.0   0.24458
   2040.0   0.24701
   2050.0   0.24961
   2060.0   0.25224
   2070.0   0.25527
   2080.0   0.25823
   2090.0   0.26111
   2100.0   0.26358
   2110.0   0.26730
   2120.0   0.27099
   2130.0   0.27266
   2140.0   0.27549
   2150.0   0.27893
   2160.0   0.28221
   2170.0   0.28374
   2180.0   0.28636
   2190.0   0.28744
   2200.0   0.29053
   2210.0   0.29242
   2220.0   0.29390
   2230.0   0.29493
   2240.0   0.29546
   2250.0   0.29651
   2260.0   0.29704
   2270.0   0.29732
   2280.0   0.29724
   2290.0   0.29592
   2300.0   0.29482
   2310.0   0.29399
   2320.0   0.29201
   2330.0   0.29413
   2340.0   0.29787
   2350.0   0.30390
   2360.0   0.30794
   2370.0   0.30830
   2380.0   0.30688
   2390.0   0.30710
   2400.0   0.30841
   2410.0   0.30883
   2420.0   0.30990
   2430.0   0.30844
   2440.0   0.30831
   2450.0   0.30960
   2460.0   0.30843
   2470.0   0.30800
   2480.0   0.30575
   2490.0   0.30455
   2500.0   0.30391
   2510.0   0.30222
   2520.0   0.30314
   2530.0   0.30487
   2540.0   0.30560
   2550.0   0.30492
   2560.0   0.30438
   2570.0   0.30315
   2580.0   0.30385
   2590.0   0.30319
   2600.0   0.30363
   2610.0   0.30326
   2620.0   0.30290
   2630.0   0.30119
   2640.0   0.30032
   2650.0   0.29586
   2660.0   0.28815
   2670.0   0.27241
   2680.0   0.24427
   2690.0   0.18409
   2700.0   0.09766
